Unieke identiticatie meetpunt;Datum staalname;Geanalyseerde fractie;Unieke identificatie gemeten parameter;Aanpak kwantificeringsgrens;Resultaat;Unieke identificatie van de eenheid
NL89_HANSWGL;04/01/2023;EB;1082;=;0.0032;µg/L
NL89_HANSWGL;30/01/2023;EB;1082;=;0.0032;µg/L
NL89_HANSWGL;28/02/2023;EB;1082;=;0.0055;µg/L
NL89_HANSWGL;27/03/2023;EB;1082;<;0.0030;µg/L
NL89_HANSWGL;24/04/2023;EB;1082;<;0.0030;µg/L
NL89_HANSWGL;22/06/2023;EB;1082;<;0.0030;µg/L
NL89_HANSWGL;17/07/2023;EB;1082;<;0.0030;µg/L
NL89_HANSWGL;14/08/2023;EB;1082;<;0.0030;µg/L
NL89_HANSWGL;12/09/2023;EB;1082;<;0.0030;µg/L
NL89_HANSWGL;11/10/2023;EB;1082;<;0.0030;µg/L
NL89_HANSWGL;08/11/2023;EB;1082;<;0.0030;µg/L
NL89_HANSWGL;05/12/2023;EB;1082;=;0.0247;µg/L
NL89_HANSWGL;04/01/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;30/01/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;28/02/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;27/03/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;24/04/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;22/06/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;17/07/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;14/08/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;12/09/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;11/10/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;08/11/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;05/12/2023;EB;1083;<;0.0002;µg/L
NL89_HANSWGL;04/01/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;30/01/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;28/02/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;27/03/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;24/04/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;22/06/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;17/07/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;14/08/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;12/09/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;11/10/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;08/11/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;05/12/2023;EB;1101;<;0.0006;µg/L
NL89_HANSWGL;04/01/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;30/01/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;28/02/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;27/03/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;24/04/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;22/06/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;17/07/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;14/08/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;12/09/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;11/10/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;08/11/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;05/12/2023;EB;1103;<;0.0003;µg/L
NL89_HANSWGL;04/01/2023;EB;1107;=;0.0018;µg/L
NL89_HANSWGL;30/01/2023;EB;1107;=;0.0019;µg/L
NL89_HANSWGL;28/02/2023;EB;1107;=;0.0016;µg/L
NL89_HANSWGL;27/03/2023;EB;1107;=;0.0016;µg/L
NL89_HANSWGL;24/04/2023;EB;1107;=;0.0016;µg/L
NL89_HANSWGL;22/06/2023;EB;1107;=;0.0013;µg/L
NL89_HANSWGL;17/07/2023;EB;1107;<;0.0006;µg/L
NL89_HANSWGL;14/08/2023;EB;1107;=;0.0013;µg/L
NL89_HANSWGL;12/09/2023;EB;1107;=;0.0013;µg/L
NL89_HANSWGL;11/10/2023;EB;1107;=;0.0012;µg/L
NL89_HANSWGL;08/11/2023;EB;1107;=;0.0015;µg/L
NL89_HANSWGL;05/12/2023;EB;1107;=;0.0016;µg/L
NL89_HANSWGL;04/01/2023;EB;1114;<;0.0100;µg/L
NL89_HANSWGL;30/01/2023;EB;1114;<;0.0100;µg/L
NL89_HANSWGL;28/02/2023;EB;1114;=;0.0200;µg/L
NL89_HANSWGL;27/03/2023;EB;1114;=;0.0600;µg/L
NL89_HANSWGL;24/04/2023;EB;1114;<;0.0100;µg/L
NL89_HANSWGL;22/06/2023;EB;1114;<;0.0100;µg/L
NL89_HANSWGL;17/07/2023;EB;1114;<;0.0100;µg/L
NL89_HANSWGL;14/08/2023;EB;1114;<;0.0100;µg/L
NL89_HANSWGL;12/09/2023;EB;1114;<;0.0100;µg/L
NL89_HANSWGL;11/10/2023;EB;1114;<;0.0100;µg/L
NL89_HANSWGL;08/11/2023;EB;1114;<;0.0100;µg/L
NL89_HANSWGL;05/12/2023;EB;1114;<;0.0100;µg/L
NL89_HANSWGL;04/01/2023;EB;1115;=;0.0045;µg/L
NL89_HANSWGL;30/01/2023;EB;1115;=;0.0035;µg/L
NL89_HANSWGL;28/02/2023;EB;1115;=;0.0043;µg/L
NL89_HANSWGL;27/03/2023;EB;1115;=;0.0032;µg/L
NL89_HANSWGL;24/04/2023;EB;1115;<;0.0020;µg/L
NL89_HANSWGL;22/06/2023;EB;1115;<;0.0020;µg/L
NL89_HANSWGL;17/07/2023;EB;1115;<;0.0020;µg/L
NL89_HANSWGL;14/08/2023;EB;1115;<;0.0020;µg/L
NL89_HANSWGL;12/09/2023;EB;1115;<;0.0020;µg/L
NL89_HANSWGL;11/10/2023;EB;1115;<;0.0020;µg/L
NL89_HANSWGL;08/11/2023;EB;1115;<;0.0020;µg/L
NL89_HANSWGL;05/12/2023;EB;1115;=;0.0266;µg/L
NL89_HANSWGL;04/01/2023;EB;1117;=;0.0035;µg/L
NL89_HANSWGL;30/01/2023;EB;1117;=;0.0027;µg/L
NL89_HANSWGL;28/02/2023;EB;1117;=;0.0031;µg/L
NL89_HANSWGL;27/03/2023;EB;1117;=;0.0024;µg/L
NL89_HANSWGL;24/04/2023;EB;1117;=;0.0017;µg/L
NL89_HANSWGL;22/06/2023;EB;1117;=;0.0006;µg/L
NL89_HANSWGL;17/07/2023;EB;1117;=;0.0010;µg/L
NL89_HANSWGL;14/08/2023;EB;1117;=;0.0008;µg/L
NL89_HANSWGL;12/09/2023;EB;1117;=;0.0006;µg/L
NL89_HANSWGL;11/10/2023;EB;1117;=;0.0008;µg/L
NL89_HANSWGL;08/11/2023;EB;1117;=;0.0010;µg/L
NL89_HANSWGL;05/12/2023;EB;1117;=;0.0151;µg/L
NL89_HANSWGL;04/01/2023;EB;1118;=;0.0048;µg/L
NL89_HANSWGL;30/01/2023;EB;1118;=;0.0036;µg/L
NL89_HANSWGL;28/02/2023;EB;1118;=;0.0036;µg/L
NL89_HANSWGL;27/03/2023;EB;1118;=;0.0036;µg/L
NL89_HANSWGL;24/04/2023;EB;1118;=;0.0025;µg/L
NL89_HANSWGL;22/06/2023;EB;1118;=;0.0010;µg/L
NL89_HANSWGL;17/07/2023;EB;1118;=;0.0013;µg/L
NL89_HANSWGL;14/08/2023;EB;1118;=;0.0008;µg/L
NL89_HANSWGL;12/09/2023;EB;1118;=;0.0010;µg/L
NL89_HANSWGL;11/10/2023;EB;1118;=;0.0011;µg/L
NL89_HANSWGL;08/11/2023;EB;1118;=;0.0012;µg/L
NL89_HANSWGL;05/12/2023;EB;1118;=;0.0266;µg/L
NL89_HANSWGL;04/01/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;30/01/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;28/02/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;27/03/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;24/04/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;22/06/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;17/07/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;14/08/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;12/09/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;11/10/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;08/11/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;05/12/2023;EB;1119;<;0.0004;µg/L
NL89_HANSWGL;04/01/2023;EB;1135;=;0.0200;µg/L
NL89_HANSWGL;30/01/2023;EB;1135;<;0.0100;µg/L
NL89_HANSWGL;28/02/2023;EB;1135;<;0.0100;µg/L
NL89_HANSWGL;27/03/2023;EB;1135;=;0.0300;µg/L
NL89_HANSWGL;24/04/2023;EB;1135;<;0.0100;µg/L
NL89_HANSWGL;22/06/2023;EB;1135;=;1.4000;µg/L
NL89_HANSWGL;17/07/2023;EB;1135;=;0.0900;µg/L
NL89_HANSWGL;14/08/2023;EB;1135;=;0.0100;µg/L
NL89_HANSWGL;12/09/2023;EB;1135;<;0.0100;µg/L
NL89_HANSWGL;11/10/2023;EB;1135;<;0.0100;µg/L
NL89_HANSWGL;08/11/2023;EB;1135;<;0.0100;µg/L
NL89_HANSWGL;05/12/2023;EB;1135;<;0.0100;µg/L
NL89_HANSWGL;04/01/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;30/01/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;28/02/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;27/03/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;24/04/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;22/06/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;17/07/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;14/08/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;12/09/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;11/10/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;08/11/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;05/12/2023;EB;1140;<;0.0007;µg/L
NL89_HANSWGL;04/01/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;30/01/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;28/02/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;27/03/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;24/04/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;22/06/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;17/07/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;14/08/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;12/09/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;11/10/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;08/11/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;05/12/2023;EB;1144;<;0.0003;µg/L
NL89_HANSWGL;04/01/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;30/01/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;28/02/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;27/03/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;24/04/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;22/06/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;17/07/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;14/08/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;12/09/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;11/10/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;08/11/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;05/12/2023;EB;1146;<;0.0002;µg/L
NL89_HANSWGL;04/01/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;30/01/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;28/02/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;27/03/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;24/04/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;22/06/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;17/07/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;14/08/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;12/09/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;11/10/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;08/11/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;05/12/2023;EB;1147;<;0.0006;µg/L
NL89_HANSWGL;04/01/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;30/01/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;28/02/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;27/03/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;24/04/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;22/06/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;17/07/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;14/08/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;12/09/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;11/10/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;08/11/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;05/12/2023;EB;1148;<;0.0002;µg/L
NL89_HANSWGL;04/01/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;30/01/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;28/02/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;27/03/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;24/04/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;22/06/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;17/07/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;14/08/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;12/09/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;11/10/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;08/11/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;05/12/2023;EB;1161;<;0.0100;µg/L
NL89_HANSWGL;04/01/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;30/01/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;28/02/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;27/03/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;24/04/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;22/06/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;17/07/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;14/08/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;12/09/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;11/10/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;08/11/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;05/12/2023;EB;1168;<;0.5000;µg/L
NL89_HANSWGL;04/01/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;30/01/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;28/02/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;27/03/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;24/04/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;22/06/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;17/07/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;14/08/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;12/09/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;11/10/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;08/11/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;05/12/2023;EB;1170;<;0.0003;µg/L
NL89_HANSWGL;04/01/2023;EB;1172;=;0.0002;µg/L
NL89_HANSWGL;30/01/2023;EB;1172;=;0.0001;µg/L
NL89_HANSWGL;28/02/2023;EB;1172;=;0.0001;µg/L
NL89_HANSWGL;27/03/2023;EB;1172;=;0.0001;µg/L
NL89_HANSWGL;24/04/2023;EB;1172;=;0.0001;µg/L
NL89_HANSWGL;22/06/2023;EB;1172;=;0.0001;µg/L
NL89_HANSWGL;17/07/2023;EB;1172;=;0.0003;µg/L
NL89_HANSWGL;14/08/2023;EB;1172;<;0.0001;µg/L
NL89_HANSWGL;12/09/2023;EB;1172;=;0.0002;µg/L
NL89_HANSWGL;11/10/2023;EB;1172;<;0.0001;µg/L
NL89_HANSWGL;08/11/2023;EB;1172;<;0.0001;µg/L
NL89_HANSWGL;05/12/2023;EB;1172;=;0.0001;µg/L
NL89_HANSWGL;04/01/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;30/01/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;28/02/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;27/03/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;24/04/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;22/06/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;17/07/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;14/08/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;12/09/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;11/10/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;08/11/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;05/12/2023;EB;1173;<;0.0002;µg/L
NL89_HANSWGL;04/01/2023;EB;1177;=;0.0051;µg/L
NL89_HANSWGL;30/01/2023;EB;1177;=;0.0050;µg/L
NL89_HANSWGL;28/02/2023;EB;1177;=;0.0039;µg/L
NL89_HANSWGL;27/03/2023;EB;1177;=;0.0035;µg/L
NL89_HANSWGL;24/04/2023;EB;1177;=;0.0038;µg/L
NL89_HANSWGL;22/06/2023;EB;1177;=;0.0033;µg/L
NL89_HANSWGL;17/07/2023;EB;1177;<;0.0009;µg/L
NL89_HANSWGL;14/08/2023;EB;1177;=;0.0039;µg/L
NL89_HANSWGL;12/09/2023;EB;1177;=;0.0040;µg/L
NL89_HANSWGL;11/10/2023;EB;1177;=;0.0038;µg/L
NL89_HANSWGL;08/11/2023;EB;1177;=;0.0048;µg/L
NL89_HANSWGL;05/12/2023;EB;1177;=;0.0055;µg/L
NL89_HANSWGL;04/01/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;30/01/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;28/02/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;27/03/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;24/04/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;22/06/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;17/07/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;14/08/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;12/09/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;11/10/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;08/11/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;05/12/2023;EB;1178;<;0.0004;µg/L
NL89_HANSWGL;04/01/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;30/01/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;28/02/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;27/03/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;24/04/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;22/06/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;17/07/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;14/08/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;12/09/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;11/10/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;08/11/2023;EB;1179;<;0.0003;µg/L
NL89_HANSWGL;05/12/2023;EB;1179;=;0.0007;µg/L
NL89_HANSWGL;04/01/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;30/01/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;28/02/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;27/03/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;24/04/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;22/06/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;17/07/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;14/08/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;12/09/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;11/10/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;08/11/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;05/12/2023;EB;1181;<;0.0010;µg/L
NL89_HANSWGL;04/01/2023;EB;1191;=;0.0128;µg/L
NL89_HANSWGL;30/01/2023;EB;1191;=;0.0081;µg/L
NL89_HANSWGL;28/02/2023;EB;1191;=;0.0139;µg/L
NL89_HANSWGL;27/03/2023;EB;1191;=;0.0116;µg/L
NL89_HANSWGL;24/04/2023;EB;1191;=;0.0123;µg/L
NL89_HANSWGL;22/06/2023;EB;1191;=;0.0103;µg/L
NL89_HANSWGL;17/07/2023;EB;1191;=;0.0105;µg/L
NL89_HANSWGL;14/08/2023;EB;1191;=;0.0048;µg/L
NL89_HANSWGL;12/09/2023;EB;1191;=;0.0068;µg/L
NL89_HANSWGL;11/10/2023;EB;1191;=;0.0051;µg/L
NL89_HANSWGL;08/11/2023;EB;1191;=;0.0053;µg/L
NL89_HANSWGL;05/12/2023;EB;1191;=;0.0754;µg/L
NL89_HANSWGL;04/01/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;30/01/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;28/02/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;27/03/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;24/04/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;22/06/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;17/07/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;14/08/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;12/09/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;11/10/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;08/11/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;05/12/2023;EB;1197;<;0.0001;µg/L
NL89_HANSWGL;04/01/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;30/01/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;28/02/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;27/03/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;24/04/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;22/06/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;17/07/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;14/08/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;12/09/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;11/10/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;08/11/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;05/12/2023;EB;1198;<;0.0001;µg/L
NL89_HANSWGL;04/01/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;30/01/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;28/02/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;27/03/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;24/04/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;22/06/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;17/07/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;14/08/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;12/09/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;11/10/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;08/11/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;05/12/2023;EB;1199;<;0.0002;µg/L
NL89_HANSWGL;04/01/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;30/01/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;28/02/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;27/03/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;24/04/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;22/06/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;17/07/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;14/08/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;12/09/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;11/10/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;08/11/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;05/12/2023;EB;1200;<;0.0001;µg/L
NL89_HANSWGL;04/01/2023;EB;1201;=;0.0001;µg/L
NL89_HANSWGL;30/01/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;28/02/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;27/03/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;24/04/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;22/06/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;17/07/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;14/08/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;12/09/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;11/10/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;08/11/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;05/12/2023;EB;1201;<;0.0001;µg/L
NL89_HANSWGL;04/01/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;30/01/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;28/02/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;27/03/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;24/04/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;22/06/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;17/07/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;14/08/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;12/09/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;11/10/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;08/11/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;05/12/2023;EB;1202;<;0.0001;µg/L
NL89_HANSWGL;04/01/2023;EB;1203;=;0.0001;µg/L
NL89_HANSWGL;30/01/2023;EB;1203;=;0.0002;µg/L
