Unieke identiticatie meetpunt;Datum staalname;Geanalyseerde fractie;Unieke identificatie gemeten parameter;Aanpak kwantificeringsgrens;Resultaat;Unieke identificatie van de eenheid
NL89_SASVGT;01/06/2023;EB;1083;=;0.0004;µg/L
NL89_SASVGT;27/06/2023;EB;1083;=;0.0003;µg/L
NL89_SASVGT;27/07/2023;EB;1083;<;0.0002;µg/L
NL89_SASVGT;22/08/2023;EB;1083;<;0.0002;µg/L
NL89_SASVGT;18/09/2023;EB;1083;<;0.0002;µg/L
NL89_SASVGT;19/10/2023;EB;1083;<;0.0002;µg/L
NL89_SASVGT;16/11/2023;EB;1083;=;0.0004;µg/L
NL89_SASVGT;11/12/2023;EB;1083;=;0.0003;µg/L
NL89_SASVGT;12/01/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;06/02/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;06/03/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;03/04/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;01/05/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;01/06/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;27/06/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;27/07/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;22/08/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;18/09/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;19/10/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;16/11/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;11/12/2023;EB;1101;<;0.0006;µg/L
NL89_SASVGT;12/01/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;06/02/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;06/03/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;03/04/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;01/05/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;01/06/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;27/06/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;27/07/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;22/08/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;18/09/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;19/10/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;16/11/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;11/12/2023;EB;1103;<;0.0003;µg/L
NL89_SASVGT;12/01/2023;EB;1107;=;0.0073;µg/L
NL89_SASVGT;06/02/2023;EB;1107;=;0.0059;µg/L
NL89_SASVGT;06/03/2023;EB;1107;=;0.0070;µg/L
NL89_SASVGT;03/04/2023;EB;1107;=;0.0060;µg/L
NL89_SASVGT;01/05/2023;EB;1107;=;0.0052;µg/L
NL89_SASVGT;01/06/2023;EB;1107;=;0.0046;µg/L
NL89_SASVGT;27/06/2023;EB;1107;=;0.0052;µg/L
NL89_SASVGT;27/07/2023;EB;1107;=;0.0051;µg/L
NL89_SASVGT;22/08/2023;EB;1107;=;0.0047;µg/L
NL89_SASVGT;18/09/2023;EB;1107;=;0.0047;µg/L
NL89_SASVGT;19/10/2023;EB;1107;=;0.0046;µg/L
NL89_SASVGT;16/11/2023;EB;1107;=;0.0028;µg/L
NL89_SASVGT;11/12/2023;EB;1107;=;0.0034;µg/L
NL89_SASVGT;12/01/2023;EB;1114;<;0.0100;µg/L
NL89_SASVGT;06/02/2023;EB;1114;<;0.0100;µg/L
NL89_SASVGT;06/03/2023;EB;1114;<;0.0100;µg/L
NL89_SASVGT;03/04/2023;EB;1114;=;0.0200;µg/L
NL89_SASVGT;01/05/2023;EB;1114;<;0.0100;µg/L
NL89_SASVGT;01/06/2023;EB;1114;<;0.0100;µg/L
NL89_SASVGT;27/06/2023;EB;1114;<;0.0100;µg/L
NL89_SASVGT;27/07/2023;EB;1114;<;0.0100;µg/L
NL89_SASVGT;22/08/2023;EB;1114;<;0.0100;µg/L
NL89_SASVGT;18/09/2023;EB;1114;=;0.0200;µg/L
NL89_SASVGT;19/10/2023;EB;1114;<;0.0100;µg/L
NL89_SASVGT;16/11/2023;EB;1114;=;0.0200;µg/L
NL89_SASVGT;11/12/2023;EB;1114;=;0.0200;µg/L
NL89_SASVGT;12/01/2023;EB;1115;=;0.0048;µg/L
NL89_SASVGT;06/02/2023;EB;1115;=;0.0074;µg/L
NL89_SASVGT;06/03/2023;EB;1115;=;0.0029;µg/L
NL89_SASVGT;03/04/2023;EB;1115;=;0.0040;µg/L
NL89_SASVGT;01/05/2023;EB;1115;=;0.0028;µg/L
NL89_SASVGT;01/06/2023;EB;1115;=;0.0027;µg/L
NL89_SASVGT;27/06/2023;EB;1115;=;0.0055;µg/L
NL89_SASVGT;27/07/2023;EB;1115;=;0.0024;µg/L
NL89_SASVGT;22/08/2023;EB;1115;=;0.0048;µg/L
NL89_SASVGT;18/09/2023;EB;1115;=;0.0049;µg/L
NL89_SASVGT;19/10/2023;EB;1115;=;0.0032;µg/L
NL89_SASVGT;16/11/2023;EB;1115;=;0.0038;µg/L
NL89_SASVGT;11/12/2023;EB;1115;=;0.0058;µg/L
NL89_SASVGT;12/01/2023;EB;1117;=;0.0027;µg/L
NL89_SASVGT;06/02/2023;EB;1117;=;0.0045;µg/L
NL89_SASVGT;06/03/2023;EB;1117;=;0.0015;µg/L
NL89_SASVGT;03/04/2023;EB;1117;=;0.0023;µg/L
NL89_SASVGT;01/05/2023;EB;1117;=;0.0018;µg/L
NL89_SASVGT;01/06/2023;EB;1117;=;0.0017;µg/L
NL89_SASVGT;27/06/2023;EB;1117;=;0.0043;µg/L
NL89_SASVGT;27/07/2023;EB;1117;=;0.0019;µg/L
NL89_SASVGT;22/08/2023;EB;1117;=;0.0043;µg/L
NL89_SASVGT;18/09/2023;EB;1117;=;0.0038;µg/L
NL89_SASVGT;19/10/2023;EB;1117;=;0.0023;µg/L
NL89_SASVGT;16/11/2023;EB;1117;=;0.0027;µg/L
NL89_SASVGT;11/12/2023;EB;1117;=;0.0042;µg/L
NL89_SASVGT;12/01/2023;EB;1118;=;0.0039;µg/L
NL89_SASVGT;06/02/2023;EB;1118;=;0.0049;µg/L
NL89_SASVGT;06/03/2023;EB;1118;=;0.0023;µg/L
NL89_SASVGT;03/04/2023;EB;1118;=;0.0044;µg/L
NL89_SASVGT;01/05/2023;EB;1118;=;0.0027;µg/L
NL89_SASVGT;01/06/2023;EB;1118;=;0.0027;µg/L
NL89_SASVGT;27/06/2023;EB;1118;=;0.0045;µg/L
NL89_SASVGT;27/07/2023;EB;1118;=;0.0024;µg/L
NL89_SASVGT;22/08/2023;EB;1118;=;0.0042;µg/L
NL89_SASVGT;18/09/2023;EB;1118;=;0.0050;µg/L
NL89_SASVGT;19/10/2023;EB;1118;=;0.0031;µg/L
NL89_SASVGT;16/11/2023;EB;1118;=;0.0037;µg/L
NL89_SASVGT;11/12/2023;EB;1118;=;0.0050;µg/L
NL89_SASVGT;12/01/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;06/02/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;06/03/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;03/04/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;01/05/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;01/06/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;27/06/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;27/07/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;22/08/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;18/09/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;19/10/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;16/11/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;11/12/2023;EB;1119;<;0.0004;µg/L
NL89_SASVGT;12/01/2023;EB;1135;=;0.0100;µg/L
NL89_SASVGT;06/02/2023;EB;1135;=;0.0300;µg/L
NL89_SASVGT;06/03/2023;EB;1135;=;0.0300;µg/L
NL89_SASVGT;03/04/2023;EB;1135;=;0.0200;µg/L
NL89_SASVGT;01/05/2023;EB;1135;=;0.0300;µg/L
NL89_SASVGT;01/06/2023;EB;1135;=;0.0200;µg/L
NL89_SASVGT;27/06/2023;EB;1135;=;0.0200;µg/L
NL89_SASVGT;27/07/2023;EB;1135;=;0.0200;µg/L
NL89_SASVGT;22/08/2023;EB;1135;=;0.0200;µg/L
NL89_SASVGT;18/09/2023;EB;1135;=;0.0300;µg/L
NL89_SASVGT;19/10/2023;EB;1135;=;0.0100;µg/L
NL89_SASVGT;16/11/2023;EB;1135;=;0.0300;µg/L
NL89_SASVGT;11/12/2023;EB;1135;=;0.0400;µg/L
NL89_SASVGT;12/01/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;06/02/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;06/03/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;03/04/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;01/05/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;01/06/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;27/06/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;27/07/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;22/08/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;18/09/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;19/10/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;16/11/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;11/12/2023;EB;1140;<;0.0007;µg/L
NL89_SASVGT;12/01/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;06/02/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;06/03/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;03/04/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;01/05/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;01/06/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;27/06/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;27/07/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;22/08/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;18/09/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;19/10/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;16/11/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;11/12/2023;EB;1144;<;0.0003;µg/L
NL89_SASVGT;12/01/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;06/02/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;06/03/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;03/04/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;01/05/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;01/06/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;27/06/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;27/07/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;22/08/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;18/09/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;19/10/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;16/11/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;11/12/2023;EB;1146;<;0.0002;µg/L
NL89_SASVGT;12/01/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;06/02/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;06/03/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;03/04/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;01/05/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;01/06/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;27/06/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;27/07/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;22/08/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;18/09/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;19/10/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;16/11/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;11/12/2023;EB;1147;<;0.0006;µg/L
NL89_SASVGT;12/01/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;06/02/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;06/03/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;03/04/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;01/05/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;01/06/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;27/06/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;27/07/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;22/08/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;18/09/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;19/10/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;16/11/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;11/12/2023;EB;1148;<;0.0002;µg/L
NL89_SASVGT;12/01/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;06/02/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;06/03/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;03/04/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;01/05/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;01/06/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;27/06/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;27/07/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;22/08/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;18/09/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;19/10/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;16/11/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;11/12/2023;EB;1161;<;0.0100;µg/L
NL89_SASVGT;12/01/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;06/02/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;06/03/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;03/04/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;01/05/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;01/06/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;27/06/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;27/07/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;22/08/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;18/09/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;19/10/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;16/11/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;11/12/2023;EB;1168;<;0.5000;µg/L
NL89_SASVGT;12/01/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;06/02/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;06/03/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;03/04/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;01/05/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;01/06/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;27/06/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;27/07/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;22/08/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;18/09/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;19/10/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;16/11/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;11/12/2023;EB;1170;<;0.0003;µg/L
NL89_SASVGT;12/01/2023;EB;1172;=;0.0002;µg/L
NL89_SASVGT;06/02/2023;EB;1172;=;0.0004;µg/L
NL89_SASVGT;06/03/2023;EB;1172;=;0.0006;µg/L
NL89_SASVGT;03/04/2023;EB;1172;=;0.0006;µg/L
NL89_SASVGT;01/05/2023;EB;1172;=;0.0004;µg/L
NL89_SASVGT;01/06/2023;EB;1172;=;0.0007;µg/L
NL89_SASVGT;27/06/2023;EB;1172;=;0.0007;µg/L
NL89_SASVGT;27/07/2023;EB;1172;=;0.0004;µg/L
NL89_SASVGT;22/08/2023;EB;1172;=;0.0005;µg/L
NL89_SASVGT;18/09/2023;EB;1172;=;0.0004;µg/L
NL89_SASVGT;19/10/2023;EB;1172;=;0.0003;µg/L
NL89_SASVGT;16/11/2023;EB;1172;=;0.0003;µg/L
NL89_SASVGT;11/12/2023;EB;1172;=;0.0001;µg/L
NL89_SASVGT;12/01/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;06/02/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;06/03/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;03/04/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;01/05/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;01/06/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;27/06/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;27/07/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;22/08/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;18/09/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;19/10/2023;EB;1173;<;0.0002;µg/L
NL89_SASVGT;16/11/2023;EB;1173;=;0.0004;µg/L
NL89_SASVGT;11/12/2023;EB;1173;=;0.0003;µg/L
NL89_SASVGT;12/01/2023;EB;1177;=;0.0118;µg/L
NL89_SASVGT;06/02/2023;EB;1177;=;0.0126;µg/L
NL89_SASVGT;06/03/2023;EB;1177;=;0.0100;µg/L
NL89_SASVGT;03/04/2023;EB;1177;=;0.0089;µg/L
NL89_SASVGT;01/05/2023;EB;1177;=;0.0110;µg/L
NL89_SASVGT;01/06/2023;EB;1177;=;0.0100;µg/L
NL89_SASVGT;27/06/2023;EB;1177;=;0.0114;µg/L
NL89_SASVGT;27/07/2023;EB;1177;=;0.0129;µg/L
NL89_SASVGT;22/08/2023;EB;1177;=;0.0118;µg/L
NL89_SASVGT;18/09/2023;EB;1177;=;0.0183;µg/L
NL89_SASVGT;19/10/2023;EB;1177;=;0.0183;µg/L
NL89_SASVGT;16/11/2023;EB;1177;=;0.0099;µg/L
NL89_SASVGT;11/12/2023;EB;1177;=;0.0071;µg/L
NL89_SASVGT;12/01/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;06/02/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;06/03/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;03/04/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;01/05/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;01/06/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;27/06/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;27/07/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;22/08/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;18/09/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;19/10/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;16/11/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;11/12/2023;EB;1178;<;0.0004;µg/L
NL89_SASVGT;12/01/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;06/02/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;06/03/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;03/04/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;01/05/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;01/06/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;27/06/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;27/07/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;22/08/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;18/09/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;19/10/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;16/11/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;11/12/2023;EB;1179;<;0.0003;µg/L
NL89_SASVGT;12/01/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;06/02/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;06/03/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;03/04/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;01/05/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;01/06/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;27/06/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;27/07/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;22/08/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;18/09/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;19/10/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;16/11/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;11/12/2023;EB;1181;<;0.0010;µg/L
NL89_SASVGT;12/01/2023;EB;1191;=;0.0267;µg/L
NL89_SASVGT;06/02/2023;EB;1191;=;0.0534;µg/L
NL89_SASVGT;06/03/2023;EB;1191;=;0.0128;µg/L
NL89_SASVGT;03/04/2023;EB;1191;=;0.0243;µg/L
NL89_SASVGT;01/05/2023;EB;1191;=;0.0100;µg/L
NL89_SASVGT;01/06/2023;EB;1191;=;0.0161;µg/L
NL89_SASVGT;27/06/2023;EB;1191;=;0.0727;µg/L
NL89_SASVGT;27/07/2023;EB;1191;=;0.0152;µg/L
NL89_SASVGT;22/08/2023;EB;1191;=;0.0460;µg/L
NL89_SASVGT;18/09/2023;EB;1191;=;0.0152;µg/L
NL89_SASVGT;19/10/2023;EB;1191;=;0.0088;µg/L
NL89_SASVGT;16/11/2023;EB;1191;=;0.0158;µg/L
NL89_SASVGT;11/12/2023;EB;1191;=;0.0341;µg/L
NL89_SASVGT;12/01/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;06/02/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;06/03/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;03/04/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;01/05/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;01/06/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;27/06/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;27/07/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;22/08/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;18/09/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;19/10/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;16/11/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;11/12/2023;EB;1197;<;0.0001;µg/L
NL89_SASVGT;12/01/2023;EB;1198;=;0.0001;µg/L
NL89_SASVGT;06/02/2023;EB;1198;<;0.0001;µg/L
NL89_SASVGT;06/03/2023;EB;1198;<;0.0001;µg/L
NL89_SASVGT;03/04/2023;EB;1198;<;0.0001;µg/L
NL89_SASVGT;01/05/2023;EB;1198;<;0.0001;µg/L
NL89_SASVGT;01/06/2023;EB;1198;<;0.0001;µg/L
NL89_SASVGT;27/06/2023;EB;1198;<;0.0001;µg/L
NL89_SASVGT;27/07/2023;EB;1198;<;0.0001;µg/L
NL89_SASVGT;22/08/2023;EB;1198;<;0.0001;µg/L
NL89_SASVGT;18/09/2023;EB;1198;<;0.0001;µg/L
NL89_SASVGT;19/10/2023;EB;1198;<;0.0001;µg/L
NL89_SASVGT;16/11/2023;EB;1198;=;0.0001;µg/L
NL89_SASVGT;11/12/2023;EB;1198;=;0.0001;µg/L
NL89_SASVGT;12/01/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;06/02/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;06/03/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;03/04/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;01/05/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;01/06/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;27/06/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;27/07/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;22/08/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;18/09/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;19/10/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;16/11/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;11/12/2023;EB;1199;<;0.0002;µg/L
NL89_SASVGT;12/01/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;06/02/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;06/03/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;03/04/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;01/05/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;01/06/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;27/06/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;27/07/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;22/08/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;18/09/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;19/10/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;16/11/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;11/12/2023;EB;1200;<;0.0001;µg/L
NL89_SASVGT;12/01/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;06/02/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;06/03/2023;EB;1201;<;0.0001;µg/L
NL89_SASVGT;03/04/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;01/05/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;01/06/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;27/06/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;27/07/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;22/08/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;18/09/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;19/10/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;16/11/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;11/12/2023;EB;1201;=;0.0001;µg/L
NL89_SASVGT;12/01/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;06/02/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;06/03/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;03/04/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;01/05/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;01/06/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;27/06/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;27/07/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;22/08/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;18/09/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;19/10/2023;EB;1202;<;0.0001;µg/L
NL89_SASVGT;16/11/2023;EB;1202;<;0.0001;µg/L
