locatie_code;locatienaam;locaties_locatie_type;locatie_lat_etrs89;locatie_lon_etrs89;grootheid_code;parameter_code;hoedanigheid_code;compartiment_code;eenheid_code;typering_code;biotaxon_code;orgaan_code;samengestelde_klasse_code;bemonsterings_soort_code;bemonsterings_methode_code;bemonsterings_apparaat_code;meetapparaat_code;waardebewerkings_methode_code;waardebepalings_techniek_code;waardebepalings_methode_code;opdrachtgevende_instantie_code;beherende_instantie_code;analyserende_instantie_code;bemonsterende_instantie_code;reeks_type_code;bemonsteringshoogte_code;referentievlak_code;reeks_srid_org;reeks_x_org;reeks_y_org;interval;eventdatum;eventtijd;event_exnum;event_externe_code;event_resultaattijd;event_waarde;event_waarde_limietsymbool;event_waarde_tekst;status_waarde;event_aquocode;inventarisaties_code;inventarisaties_omschrijving;Identitication unique de la station;Unieke identificatie gemeten parameter;ISC_fraction;has_higher_aquocodes;higher_aquocodes_info
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Pb;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-11-26;18:31:00;0;2024013066#415LS401'T0001620777#004;2024-11-26 18:31:00.0;0.0652;;+.652E-01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1382.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Zn;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-11-26;18:31:00;0;2024013066#415LS401'T0001620777#004;2024-11-26 18:31:00.0;6.99;;+.699E+01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1383.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Se;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-11-26;18:31:00;0;2024013066#415LS401'T0001620777#004;2024-11-26 18:31:00.0;0.527;;+.527E+00;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1385.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Ni;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-11-26;18:31:00;0;2024013066#415LS401'T0001620777#004;2024-11-26 18:31:00.0;2.5;;+.250E+01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1386.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Hg;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;ICP-MS;other:I17294_2;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-11-26;18:31:00;0;2024013066#410LS421'T0001620776#003;2024-11-26 18:31:00.0;0.000601;;+.601E-03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1387.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Cd;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-11-26;18:31:00;0;2024013066#415LS401'T0001620777#004;2024-11-26 18:31:00.0;0.0505;;+.505E-01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1388.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Cu;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-11-26;18:31:00;0;2024013066#415LS401'T0001620777#004;2024-11-26 18:31:00.0;2.4;;+.240E+01;Definitief;3;NVT;Niet van toepassing;NL89_SCHAARVODDL;1392.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;PO4;Pnf;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;DA;other:I15923_1;RIZAMON_LAN;RIZAIMMCLLSD;EXT.ALWSTDVTR;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-11-26;18:31:00;0;2024013066#110TA400'T0001620772#002;2024-11-26 18:31:00.0;0.13;;+.130E+00;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1433.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;GELDHD;NVT;20oC;OW;mS/m;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:FW015;RIZAMON_LAN;RIZAIMMCLLSD;EXT.AWTSVCSDBH;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-11-26;18:31:00;0;2024013066#710VP023'T0001620767#003;2024-11-26 18:31:00.0;1090.0;;+.1090E+04;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1303.0;;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;HH;NVT;CaCO3;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;ICP-MS;other:X116;RIZAMON_LAN;RIZAIMMCLLSD;EXT.HWTLBRTRMHLM;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-11-26;18:31:00;0;2024013066#410HW100'T0001620773#005;2024-11-26 18:31:00.0;1530.0;;+.1530E+04;Definitief;3;NVT;Niet van toepassing;NL89_SCHAARVODDL;1345.0;;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;T;NVT;NVT;OW;oC;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:FW015;RIZAMON_LAN;RIZAIMMCLLSD;EXT.AWTSVCSDBH;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#710VP002'T0001625942#003;2024-12-04 11:42:00.0;9.2;;+.920E+01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1301.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;pH;NVT;NVT;OW;DIMSLS;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:FW015;RIZAMON_LAN;RIZAIMMCLLSD;EXT.AWTSVCSDBH;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#710VP008'T0001625943#003;2024-12-04 11:42:00.0;7.77;;+.777E+01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1302.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;OS;NVT;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:N6484;RIZAMON_LAN;RIZAIMMCLLSD;EXT.ALWSTDVTR;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#110TA048'T0001625948#008;2024-12-04 11:42:00.0;240.0;;+.240E+03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1305.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;VERZDGGD;O2;NVT;OW;%;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:FW015;RIZAMON_LAN;RIZAIMMCLLSD;EXT.AWTSVCSDBH;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#710VP038'T0001625945#003;2024-12-04 11:42:00.0;79.0;;+.790E+02;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1311.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;O2;NVT;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:FW015;RIZAMON_LAN;RIZAIMMCLLSD;EXT.AWTSVCSDBH;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#710VP037'T0001625944#003;2024-12-04 11:42:00.0;8.93;;+.893E+01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1311.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;NH4;Nnf;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;DA;other:I15923_1;RIZAMON_LAN;RIZAIMMCLLSD;EXT.ALWSTDVTR;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#110TA400'T0001625951#002;2024-12-04 11:42:00.0;0.16;;+.160E+00;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1335.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Cl;nf;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;DA;other:I15923_1;RIZAMON_LAN;RIZAIMMCLLSD;EXT.ALWSTDVTR;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#110TA400'T0001625951#002;2024-12-04 11:42:00.0;3200.0;;+.3200E+04;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1337.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;SO4;nf;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;DA;other:I15923_1;RIZAMON_LAN;RIZAIMMCLLSD;EXT.ALWSTDVTR;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#110TA400'T0001625951#002;2024-12-04 11:42:00.0;510.0;;+.510E+03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1338.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;NO2;Nnf;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;DA;other:I15923_1;RIZAMON_LAN;RIZAIMMCLLSD;EXT.ALWSTDVTR;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#110TA400'T0001625951#002;2024-12-04 11:42:00.0;0.01;<;+.100E-01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1339.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;NO3;Nnf;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;DA;other:I15923_1;RIZAMON_LAN;RIZAIMMCLLSD;EXT.ALWSTDVTR;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#110TA400'T0001625951#002;2024-12-04 11:42:00.0;0.69;;+.690E+00;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1340.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;U;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#415LS401'T0001625956#004;2024-12-04 11:42:00.0;1.09;;+.109E+01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1361.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Ag;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#415LS401'T0001625956#004;2024-12-04 11:42:00.0;0.003;<;+.3E-02;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1368.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;As;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#415LS401'T0001625956#004;2024-12-04 11:42:00.0;2.83;;+.283E+01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1369.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Co;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#415LS401'T0001625956#004;2024-12-04 11:42:00.0;0.573;;+.573E+00;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1379.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Pb;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#415LS401'T0001625956#004;2024-12-04 11:42:00.0;0.0911;;+.911E-01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1382.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Zn;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#415LS401'T0001625956#004;2024-12-04 11:42:00.0;5.9;;+.590E+01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1383.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Se;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#415LS401'T0001625956#004;2024-12-04 11:42:00.0;0.53;;+.530E+00;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1385.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Ni;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#415LS401'T0001625956#004;2024-12-04 11:42:00.0;2.64;;+.264E+01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1386.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Hg;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;ICP-MS;other:I17294_2;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#410LS421'T0001625955#003;2024-12-04 11:42:00.0;0.000498;;+.498E-03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1387.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Cd;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#415LS401'T0001625956#004;2024-12-04 11:42:00.0;0.0229;;+.229E-01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1388.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Cu;nf;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:A4414;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#415LS401'T0001625956#004;2024-12-04 11:42:00.0;13.0;;+.130E+02;Definitief;3;NVT;Niet van toepassing;NL89_SCHAARVODDL;1392.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;PO4;Pnf;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;DA;other:I15923_1;RIZAMON_LAN;RIZAIMMCLLSD;EXT.ALWSTDVTR;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#110TA400'T0001625951#002;2024-12-04 11:42:00.0;0.1;;+.100E+00;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1433.0;EF;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;GELDHD;NVT;20oC;OW;mS/m;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:FW015;RIZAMON_LAN;RIZAIMMCLLSD;EXT.AWTSVCSDBH;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#710VP023'T0001625946#003;2024-12-04 11:42:00.0;907.0;;+.907E+03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1303.0;;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;HH;NVT;CaCO3;OW;mg/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;ICP-MS;other:X116;RIZAMON_LAN;RIZAIMMCLLSD;EXT.HWTLBRTRMHLM;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-04;11:42:00;0;2024013748#410HW100'T0001625952#005;2024-12-04 11:42:00.0;1230.0;;+.1230E+04;Definitief;3;NVT;Niet van toepassing;NL89_SCHAARVODDL;1345.0;;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;BaA;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;GC-MS-MS;other:W5424;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC820'T0001628599#010;2024-12-17 11:05:00.0;0.0221;;+.221E-01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1082.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;C2yClprfs;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;LC-MS-MS;other:A5320;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC320'T0001628602#009;2024-12-17 11:05:00.0;0.0002;<;+.200E-03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1083.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;alCl;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;LC-MS-MS;other:A5320;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC320'T0001628602#009;2024-12-17 11:05:00.0;0.0006;<;+.600E-03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1101.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;aldn;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;GC-MS-MS;other:W5424;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC820'T0001628599#010;2024-12-17 11:05:00.0;0.0003;<;+.3E-03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1103.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;atzne;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;LC-MS-MS;other:A5320;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC320'T0001628602#009;2024-12-17 11:05:00.0;0.00216;;+.216E-02;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1107.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;Ben;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:I15680;RIZAMON_LAN;RIZAIMMCLLSD;EXT.ALWSTDVTR;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510TA100'T0001628598#006;2024-12-17 11:05:00.0;0.1;<;+.100E+00;Definitief;3;NVT;Niet van toepassing;NL89_SCHAARVODDL;1114.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;BaP;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;GC-MS-MS;other:W5424;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC820'T0001628599#010;2024-12-17 11:05:00.0;0.027;;+.270E-01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1115.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;BkF;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;GC-MS-MS;other:W5424;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC820'T0001628599#010;2024-12-17 11:05:00.0;0.0181;;+.181E-01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1117.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;BghiPe;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;GC-MS-MS;other:W5424;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC820'T0001628599#010;2024-12-17 11:05:00.0;0.024;;+.240E-01;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1118.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;bfnx;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;GC-MS-MS;other:W5424;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC820'T0001628599#010;2024-12-17 11:05:00.0;0.0004;<;+.4E-03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1119.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;TClC1a;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;NVT;other:I15680;RIZAMON_LAN;RIZAIMMCLLSD;EXT.ALWSTDVTR;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510TA100'T0001628598#006;2024-12-17 11:05:00.0;0.1;<;+.100E+00;Definitief;3;NVT;Niet van toepassing;NL89_SCHAARVODDL;1135.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;cypmtn;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;GC-MS-MS;other:W5424;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC820'T0001628599#010;2024-12-17 11:05:00.0;0.0007;<;+.7E-03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1140.0;EB;no;
schaarvanoudendoel;Schaar van Ouden Doel;Point;51350292;4250659;CONCTTE;44DDD;NVT;OW;ug/l;NVT;NVT;NVT;NVT;SB;NVT;68;8000;NVT;GC-MS-MS;other:W5424;RIZAMON_LAN;RIZAIMMCLLSD;WDXXWGMLLLSD;EXT.AWTSVCSDBH;TN;-100;WATSGL;28992;75860.0;373890.0;;2024-12-17;11:05:00;0;2024013967#510LC820'T0001628599#010;2024-12-17 11:05:00.0;0.0003;<;+.3E-03;Definitief;0;NVT;Niet van toepassing;NL89_SCHAARVODDL;1144.0;EB;no;
