Identitication unique de la station;Date de prélévement;Fraction analysée;Identification unique du paramètre mesuré;Gestion de la Limite de Quantification;Résultat;Identification unique de l'unité;event_aquocode
NL89_SCHAARVODDL;17/12/2024;EB;1082.0;;0.0221;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1083.0;<;0.0002;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1101.0;<;0.0006;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1103.0;<;0.0003;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1107.0;;0.00216;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1114.0;<;0.1;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1115.0;;0.027;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1117.0;;0.0181;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1118.0;;0.024;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1119.0;<;0.0004;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1135.0;<;0.1;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1140.0;<;0.0007;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1144.0;<;0.0003;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1146.0;;0.000363;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1147.0;<;0.0006;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1148.0;<;0.0002;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1161.0;<;0.1;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1168.0;<;5.0;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1170.0;<;0.0003;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1172.0;;0.000461;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1173.0;<;0.0002;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1177.0;;0.0083;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1178.0;<;0.0004;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1179.0;<;0.0003;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1181.0;<;0.001;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1191.0;;0.0579;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1197.0;<;6e-05;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1199.0;<;0.0002;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1200.0;<;6e-05;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1201.0;<;5e-05;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1202.0;<;8e-05;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1203.0;;0.000189;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1204.0;;0.026;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1207.0;<;0.0003;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1208.0;;0.00292;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1235.0;<;0.1;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1263.0;;0.00131;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1269.0;;0.00319;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1272.0;<;0.1;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1276.0;<;0.1;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1283.0;<;0.1;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1286.0;<;0.1;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1301.0;;8.38;oC;0
NL89_SCHAARVODDL;17/12/2024;EB;1302.0;;7.81;DIMSLS;0
NL89_SCHAARVODDL;17/12/2024;;1303.0;;829.0;mS/m;0
NL89_SCHAARVODDL;17/12/2024;EB;1305.0;;90.0;mg/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1311.0;;79.0;%;0
NL89_SCHAARVODDL;17/12/2024;EB;1311.0;;9.09;mg/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1335.0;;0.15;mg/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1337.0;;2800.0;mg/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1338.0;;460.0;mg/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1339.0;;0.04;mg/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1340.0;;2.1;mg/l;0
NL89_SCHAARVODDL;17/12/2024;;1345.0;;1290.0;mg/l;3
NL89_SCHAARVODDL;17/12/2024;EF;1361.0;;1.16;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1368.0;<;0.003;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1369.0;;2.76;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1379.0;;0.646;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1382.0;;0.082;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1383.0;;6.25;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1385.0;;0.536;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1386.0;;2.7;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1387.0;;0.000515;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1388.0;;0.0289;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1392.0;;3.09;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EF;1433.0;;0.08;mg/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1458.0;;0.00899;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1464.0;<;0.0003;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1517.0;<;0.02;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1629.0;<;0.5;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1630.0;<;0.1;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1652.0;<;0.0005;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1688.0;<;0.001;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1877.0;;0.00198;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;1888.0;;4.43e-05;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1935.0;;0.000131;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;1959.0;<;0.003;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;2028.0;<;8e-05;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;2879.0;;2.5;ng/l;3
NL89_SCHAARVODDL;17/12/2024;EB;2911.0;<;0.0005;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;2912.0;<;0.0005;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;2915.0;<;0.0005;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;2916.0;<;0.0005;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;2919.0;<;0.0005;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;2920.0;<;0.0005;ug/l;3
NL89_SCHAARVODDL;17/12/2024;EB;5347.0;;0.00734;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;5977.0;;0.00322;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;5978.0;;0.00782;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;5979.0;;0.00671;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;6830.0;;0.00395;ug/l;0
NL89_SCHAARVODDL;17/12/2024;EB;7073.0;<;1.0;mg/l;3
NL89_VLISSGBISSVH;09/01/2024;EB;1082.0;<;0.003;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1083.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1101.0;<;0.0006;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1103.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1107.0;;0.000911;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1114.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1115.0;<;0.002;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1117.0;;0.000769;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1118.0;;0.000979;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1119.0;<;0.0004;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1135.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1140.0;<;0.0007;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1144.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1146.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1147.0;<;0.0006;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1148.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1161.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1168.0;<;0.5;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1170.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1172.0;<;0.0001;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1173.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1177.0;;0.00198;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1178.0;<;0.0004;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1179.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1181.0;<;0.001;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1191.0;<;0.004;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1197.0;<;6e-05;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1199.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1200.0;<;6e-05;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1201.0;<;5e-05;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1202.0;<;8e-05;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1203.0;;9.17e-05;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1204.0;;0.000946;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1207.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1208.0;;0.000806;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1235.0;<;0.1;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1263.0;<;0.0005;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1269.0;;0.000865;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1272.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1276.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1283.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1286.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1301.0;;7.11;oC;0
NL89_VLISSGBISSVH;09/01/2024;EB;1302.0;;8.07;DIMSLS;0
NL89_VLISSGBISSVH;09/01/2024;;1303.0;;3440.0;mS/m;0
NL89_VLISSGBISSVH;09/01/2024;EB;1305.0;;21.6;mg/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1311.0;;94.0;%;0
NL89_VLISSGBISSVH;09/01/2024;EB;1311.0;;9.76;mg/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1335.0;;0.0441;mg/l;3
NL89_VLISSGBISSVH;09/01/2024;EF;1337.0;;13000.0;mg/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1338.0;;2000.0;mg/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1339.0;;0.0394;mg/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1340.0;;1.17;mg/l;0
NL89_VLISSGBISSVH;09/01/2024;;1345.0;;4900.0;mg/l;3
NL89_VLISSGBISSVH;09/01/2024;EF;1361.0;;1.72;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1368.0;;0.005;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1369.0;;1.93;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1379.0;;0.0839;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1382.0;;0.134;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1383.0;;32.8;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1385.0;;0.196;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1386.0;;1.33;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1387.0;;0.000223;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1388.0;;0.0633;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1392.0;;3.22;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EF;1433.0;;0.0739;mg/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1439.0;;0.61;ug/l;3
NL89_VLISSGBISSVH;09/01/2024;EB;1458.0;<;0.003;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1464.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1517.0;<;0.02;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1629.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1630.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1652.0;<;0.0005;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1688.0;<;0.001;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1877.0;;0.0011;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1888.0;<;2e-05;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1935.0;<;7e-05;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;1959.0;<;0.003;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;2028.0;<;8e-05;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;2879.0;;0.208;ng/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;2911.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;09/01/2024;EB;2912.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;09/01/2024;EB;2915.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;09/01/2024;EB;2916.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;09/01/2024;EB;2919.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;09/01/2024;EB;2920.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;09/01/2024;EB;5347.0;;0.00238;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;5977.0;;0.00109;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;5978.0;;0.00248;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;5979.0;;0.00207;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;6616.0;<;1.0;ug/l;0
NL89_VLISSGBISSVH;09/01/2024;EB;6830.0;;0.00127;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1082.0;<;0.003;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1083.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1101.0;<;0.0006;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1103.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1107.0;;0.000805;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1114.0;<;0.1;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;1115.0;;0.00235;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1117.0;;0.00191;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1118.0;;0.00292;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1119.0;<;0.0004;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1135.0;;0.21;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1140.0;<;0.0007;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1144.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1146.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1147.0;<;0.0006;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1148.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1161.0;<;0.1;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;1168.0;<;5.0;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;1170.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1172.0;<;0.0001;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1173.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1177.0;;0.0015;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1178.0;<;0.0004;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1179.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1181.0;<;0.001;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1191.0;;0.00894;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1197.0;<;6e-05;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1199.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1200.0;<;6e-05;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1201.0;<;5e-05;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1202.0;<;8e-05;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1203.0;<;8e-05;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1204.0;;0.00313;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1207.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1208.0;;0.000552;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1235.0;<;0.1;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1263.0;<;0.0005;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1269.0;;0.000645;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1272.0;<;0.1;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;1276.0;<;0.1;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;1283.0;<;0.1;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;1286.0;<;0.1;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;1301.0;;5.46;oC;0
NL89_VLISSGBISSVH;29/01/2024;EB;1302.0;;8.02;DIMSLS;0
NL89_VLISSGBISSVH;29/01/2024;;1303.0;;3650.0;mS/m;0
NL89_VLISSGBISSVH;29/01/2024;EB;1305.0;;93.8;mg/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;1311.0;;100.0;%;0
NL89_VLISSGBISSVH;29/01/2024;EB;1311.0;;10.7;mg/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1335.0;;0.053;mg/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1337.0;;14000.0;mg/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1338.0;;1900.0;mg/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1339.0;;0.0322;mg/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1340.0;;1.12;mg/l;0
NL89_VLISSGBISSVH;29/01/2024;;1345.0;;5300.0;mg/l;3
NL89_VLISSGBISSVH;29/01/2024;EF;1361.0;;1.62;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1368.0;;0.003;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1369.0;;1.7;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1379.0;;0.0524;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1382.0;<;0.02;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1383.0;;1.82;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1385.0;;0.18;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1386.0;;0.71;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1387.0;<;0.0003;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EF;1388.0;;0.0291;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1392.0;;0.952;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EF;1433.0;;0.0557;mg/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1439.0;;9.99999999999e+22;ug/l;99
NL89_VLISSGBISSVH;29/01/2024;EB;1458.0;<;0.003;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1464.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1517.0;<;0.02;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1629.0;<;0.05;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;1630.0;<;0.1;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;1652.0;<;0.0005;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1688.0;<;0.001;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1877.0;<;0.0006;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1888.0;<;2e-05;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1935.0;<;7e-05;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;1959.0;<;0.003;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;2028.0;<;8e-05;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;2879.0;;0.396;ng/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;2911.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;2912.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;2915.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;2916.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;2919.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;2920.0;<;0.0005;ug/l;3
NL89_VLISSGBISSVH;29/01/2024;EB;5347.0;;0.00177;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;5977.0;;0.000784;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;5978.0;;0.00191;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;5979.0;;0.00171;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;6616.0;<;1.0;ug/l;0
NL89_VLISSGBISSVH;29/01/2024;EB;6830.0;;0.000846;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1082.0;<;0.003;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1083.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1101.0;<;0.0006;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1103.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1107.0;;0.000898;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1114.0;;0.02;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1115.0;<;0.002;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1117.0;;0.00142;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1118.0;;0.00229;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1119.0;<;0.0004;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1135.0;;0.02;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1140.0;<;0.0007;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1144.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1146.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1147.0;<;0.0006;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1148.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1161.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1168.0;<;0.5;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1170.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1172.0;<;0.0001;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1173.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1177.0;;0.0017;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1178.0;<;0.0004;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1179.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1181.0;<;0.001;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1191.0;;0.00618;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1197.0;<;6e-05;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1199.0;<;0.0002;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1200.0;<;6e-05;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1201.0;<;5e-05;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1202.0;<;8e-05;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1203.0;;9.67e-05;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1204.0;;0.00245;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1207.0;<;0.0003;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1208.0;;0.000686;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1235.0;<;0.1;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1263.0;<;0.0005;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1269.0;;0.000686;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1272.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1276.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1283.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1286.0;<;0.01;ug/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1301.0;;7.99;oC;0
NL89_VLISSGBISSVH;26/02/2024;EB;1302.0;;7.99;DIMSLS;0
NL89_VLISSGBISSVH;26/02/2024;;1303.0;;3480.0;mS/m;0
NL89_VLISSGBISSVH;26/02/2024;EB;1305.0;;38.2;mg/l;0
NL89_VLISSGBISSVH;26/02/2024;EB;1311.0;;105.0;%;0
NL89_VLISSGBISSVH;26/02/2024;EB;1311.0;;10.5;mg/l;0
NL89_VLISSGBISSVH;26/02/2024;EF;1335.0;;0.0454;mg/l;0
