"Id";"CASnummer";"Codes";"Omschrijving";"Groep";"Begin geldigheid";"Eind geldigheid";"Status";"Gerelateerd"
1419;"41198-08-7";"profnfs";"profenofos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
142;"78-92-2";"2C4ol";"2-butanol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1421;"7287-19-6";"promtne";"prometryne";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1422;"1918-16-7";"propCl";"propachloor";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1424;"24579-73-5";"propmcb";"propamocarb";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1427;"139-40-2";"propzne";"propazine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1428;"31218-83-4";"proptfs";"propetamfos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1429;"60207-90-1";"propcnzl";"propiconazol";"ChemischeStof";"2011-06-08";"2018-12-06";"Vervallen";""
1429;"60207-90-1";"propcnzl";"propiconazol (som cis- en trans-)";"ChemischeStof";"2025-02-27";"2100-01-01";"Geldig";"Id-54f08c65-9740-d584-8585-15a006c15a68"
1431;"79-09-4";"propozr";"propionzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1432;"114-26-1";"propxr";"propoxur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1433;"109-60-4";"NC3yactt";"N-propylacetaat";"ChemischeStof";"2011-06-08";"2011-08-27";"Vervallen";""
1433;"109-60-4";"C3yactt";"propylacetaat";"ChemischeStof";"2011-08-27";"2011-08-27";"Vervallen";""
1433;"109-60-4";"C3yactt";"propylacetaat";"ChemischeStof";"2011-08-28";"2100-01-01";"Geldig";""
1434;"103-65-1";"1C3yBen";"1-propylbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1435;"57-55-6";"12C3yegcl";"1,2-propyleenglycol";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
1435;"57-55-6";"12C3yegcl";"1,2-propyleenglycol";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
1436;"75-56-9";"C3yeO";"propyleenoxide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1438;"23950-58-5";"propAd";"propyzamide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
144;"615-74-7";"2Cl5C1yFol";"2-chloor-5-methylfenol";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
1440;"NVT";"PSDNMS";"Pseudomonas";"SchimmelBacterieVirus";"2021-07-09";"2100-01-01";"Geldig";""
1444;"13457-18-6";"pyrazfs";"pyrazofos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1445;"129-00-0";"Pyr";"pyreen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
145;"95-51-2";"2ClAn";"2-chlooraniline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1450;"96489-71-3";"pyrdbn";"pyridaben";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1451;"110-86-1";"pyrdne";"pyridine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1455;"82-68-8";"PeClNO2Ben";"pentachloornitrobenzeen (quintozeen)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1456;"NVT";"REDPTTAL";"Redoxpotentiaal";"Grootheid";"2011-06-08";"2100-01-01";"Geldig";"Id-45f1d326-56bf-4716-94f0-16868f90dfd7"
1459;"10453-86-8";"resmtn";"resmethrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
146;"95-57-8";"2ClFol";"2-chloorfenol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1460;"108-46-3";"13DHOxBen";"1,3-dihydroxybenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
14606;"1709-59-7";"4NNDC1ysfnAn";"4-(N,N-Dimethylsulfamoyl)aniline";"ChemischeStof";"2023-07-01";"2100-01-01";"Geldig";""
14607;"620-92-8";"22bisFolF";"2,2'-methyleendifenol";"ChemischeStof";"2023-07-01";"2023-12-01";"Vervallen";""
14607;"169590-42-5";"celcxb";"Celecoxib";"ChemischeStof";"2024-09-28";"2100-01-01";"Geldig";""
1461;"7440-16-6";"Rh";"rhodium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1464;"NVT";"SALMNLA";"Salmonella";"SchimmelBacterieVirus";"2025-11-26";"2100-01-01";"Geldig";"Id-4c7d7be0-8b2f-4481-b88f-076ba277d41e"
1466;"7440-19-9";"Sm";"samarium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1469;"7440-20-2";"Sc";"scandium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
147;"91-58-7";"2ClNaf";"2-chloornaftaleen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1470;"NVT";"SCHMS";"Schimmels";"SchimmelBacterieVirus";"2025-11-26";"2100-01-01";"Geldig";""
1473;"7286-69-3";"seC4yazne";"sebutylazine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1474;"135-98-8";"secC4yBen";"secundair-butylbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1476;"7782-49-2";"Se";"selenium";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
1476;"7782-49-2";"Se";"seleen";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";""
1479;"7440-21-3";"Si";"silicium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1480;"122-34-9";"simzne";"simazine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1481;"1014-70-6";"simtn";"simetryn";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1482;"NVT";"SLIBVLMIDX";"Slibvolume-index";"Grootheid";"2011-06-08";"2100-01-01";"Geldig";"Id-6cac6eb4-155c-49f6-be0c-ffece76cbe84"
1483;"NVT";"SMAAK";"Smaak";"Typering";"2011-06-08";"2012-01-25";"Vervallen";""
1483;"NVT";"SMAAK";"Smaak";"Object";"2012-01-26";"2100-01-01";"Geldig";""
1488;"110-44-1";"sorbnzr";"sorbinezuur";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
149;"110-80-5";"2C2oxC2ol";"2-ethoxyethanol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1496;"7727-37-9";"N";"stikstof";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
1496;"NVT";"Ntot";"stikstof totaal";"ChemischeStof";"2011-08-26";"2011-08-26";"Vervallen";""
1496;"NVT";"Ntot";"stikstof totaal";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";"Id-f6b6b886-8fbd-431f-95b5-375a0b805f8b"
1499;"NVT";"STOOKWDE";"Stookwaarde (calorische onderwaarde, verbrandingswarmte)";"Grootheid";"2011-06-08";"2100-01-01";"Geldig";"Id-65b541a7-456e-4c25-b1a0-e4054d7a24ed"
15;"70648-26-9";"PCDF118";"1,2,3,4,7,8-hexachloordibenzofuraan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1501;"7440-24-6";"Sr";"strontium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1503;"100-42-5";"styrn";"styreen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1508;"14808-79-8";"SO4";"sulfaat";"ChemischeStof";"2011-06-08";"2011-06-08";"Vervallen";""
1508;"14808-79-8";"SO4";"sulfaat";"ChemischeStof";"2011-06-09";"2100-01-01";"Geldig";""
151;"90-00-6";"2C2yFol";"2-ethylfenol";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
151;"90-00-6";"2C2yFol";"2-ethylfenol";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
1511;"18496-25-8";"S";"sulfide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1513;"14265-45-3";"SO3";"sulfiet";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1514;"NVT";"SO3redCLOSTR";"Sulfiet reducerende clostridia";"SchimmelBacterieVirus";"2025-11-26";"2100-01-01";"Geldig";""
1515;"3689-24-5";"sulftp";"sulfotep";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1516;"75-65-0";"ttC4ol";"tertiair-butanol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1517;"5424-20-4";"tannne";"tannine";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
1518;"7440-25-7";"Ta";"tantalium";"ChemischeStof";"2012-01-07";"2100-01-01";"Geldig";""
1519;"117-18-0";"tecnzn";"tecnazeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
152;"149-57-5";"2C2yC6azr";"2-ethylhexaanzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1520;"13494-80-9";"Te";"telluur";"ChemischeStof";"2011-06-08";"2014-07-31";"Vervallen";""
1520;"13494-80-9";"Te";"tellurium";"ChemischeStof";"2014-08-01";"2100-01-01";"Geldig";""
1521;"297-78-9";"teldn";"telodrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1522;"NVT";"T";"Temperatuur";"Grootheid";"2011-06-08";"2100-01-01";"Geldig";"Id-368757fa-38b2-4b6a-910f-72e849810ba9"
1523;"13071-79-9";"terbfs";"terbufos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1524;"886-50-0";"terbtn";"terbutrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1525;"5915-41-3";"terC4yazne";"terbutylazine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1527;"540-88-5";"ttC4yactt";"tertiair-butylacetaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1528;"98-06-6";"ttC4yBen";"tertiair-butylbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
153;"103-11-7";"2C2yC6yaclt";"2-ethylhexylacrylaat";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
1533;"12408-10-5";"sT4ClBen";"som tetrachloorbenzeen-isomeren";"ChemischeStof";"2011-06-08";"2011-06-08";"Vervallen";""
1533;"12408-10-5";"sT4ClBen";"som tetrachloorbenzeen-isomeren";"ChemischeStof";"2011-06-09";"2011-08-26";"Vervallen";""
1533;"NVT";"sT4ClBen";"som tetrachloorbenzeen-isomeren";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";"Id-64a565a1-d8eb-4ad7-bd56-99c692212c76"
1534;"41903-57-5";"sTCDD";"som tetrachloordibenzodioxine-isomeren";"ChemischeStof";"2011-06-08";"2011-09-07";"Vervallen";""
1535;"30402-14-3";"sTCDF";"som tetrachloordibenzofuraan-isomeren";"ChemischeStof";"2011-06-08";"2011-09-07";"Vervallen";""
1536;"127-18-4";"T4ClC2e";"tetrachlooretheen (per)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1537;"25167-83-3";"sT4ClFol";"som tetrachloorfenol-isomeren";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
1537;"NVT";"sT4ClFol";"som tetrachloorfenol-isomeren";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";"Id-81b05b78-e6be-4214-ac88-5e432fdd6c8f"
1538;"56-23-5";"T4ClC1a";"tetrachloormethaan (tetra)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
154;"611-14-3";"2C2yTol";"2-ethyltolueen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1540;"961-11-5";"T4Clvfs";"tetrachloorvinfos (mixed isomeren)";"ChemischeStof";"2025-02-27";"2100-01-01";"Geldig";"Id-99eac0eb-dc80-cede-e324-c722bb2ed9f3"
1541;"544-63-8";"NC14azr";"N-tetradecaanzuur";"ChemischeStof";"2011-06-08";"2011-08-27";"Vervallen";""
1541;"544-63-8";"C14azr";"tetradecaanzuur";"ChemischeStof";"2011-08-27";"2011-08-27";"Vervallen";""
1541;"544-63-8";"C14azr";"tetradecaanzuur";"ChemischeStof";"2011-08-28";"2100-01-01";"Geldig";""
1542;"116-29-0";"T4Dfn";"tetradifon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1544;"109-99-9";"T4Hfrn";"tetrahydrofuraan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1546;"110-01-0";"T4Htofn";"tetrahydrothiofeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1547;"119-64-2";"1234T4HNaf";"1,2,3,4-tetrahydronaftaleen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1548;"7696-12-0";"T4mtn";"tetramethrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1553;"7440-28-0";"Tl";"thallium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1554;"NVT";"THERMTLRTCLS";"Thermotolerante Coli's (incubatie bij 44 C)";"SchimmelBacterieVirus";"2025-11-26";"2100-01-01";"Geldig";""
1556;"463-56-9";"toCN";"thiocyanaat";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
1556;"463-56-9";"toCN";"thiocyanaat (anion)";"ChemischeStof";"2011-08-27";"2011-09-07";"Vervallen";""
1556;"NVT";"toCN";"thiocyanaat (anion)";"ChemischeStof";"2011-09-08";"2100-01-01";"Geldig";"Id-a999dab8-d38e-45d6-9847-3256b6438773"
1558;"39196-18-4";"tofnx";"thiofanox";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1559;"39184-59-3";"tofnsfn";"thiofanox-sulfon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
156;"591-78-6";"2C6on";"2-hexanon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1560;"39184-27-5";"tofnSO";"thiofanox-sulfoxide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1561;"640-15-3";"tomtn";"thiometon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1563;"7440-29-1";"Th";"thorium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1564;"7440-31-5";"Sn";"tin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1565;"7440-32-6";"Ti";"titaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1567;"57018-04-9";"tolcfsC1y";"tolclofos-methyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1568;"108-88-3";"Tol";"tolueen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
157;"88-69-7";"2iC3yFol";"2-isopropylfenol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1570;"NVT";"sCltlide4";"som 3-, 4- en 5-chloor-2-toluidine en 3-chloor-4-toluidine";"ChemischeStof";"2011-06-08";"2011-08-27";"Vervallen";""
1570;"NVT";"sClC1yAn";"som chloormethylaniline-isomeren";"ChemischeStof";"2011-08-27";"2011-08-27";"Vervallen";""
1570;"NVT";"sClC1yAn";"som chloormethylaniline-isomeren";"ChemischeStof";"2011-08-28";"2100-01-01";"Geldig";"Id-df3db603-c4bc-4633-a12d-0630a4c419f5"
1572;"NVT";"Canorg";"koolstof anorganisch";"ChemischeStof";"2011-08-26";"2100-01-01";"Geldig";"Id-bf49110d-fa3f-4cfd-9006-a2b9bd9c6419"
1575;"NVT";"sTOX";"som totaal organische halogeenverbindingen";"ChemischeStof";"2021-10-12";"2100-01-01";"Geldig";""
1578;"156-60-5";"t12DClC2e";"trans-1,2-dichlooretheen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1579;"10061-02-6";"t13DClC3e";"trans-1,3-dichloorpropeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
158;"109-86-4";"2C1oxC2ol";"2-methoxyethanol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1580;"5103-74-2";"tCldn";"trans-chloordaan";"ChemischeStof";"2011-06-08";"2011-06-08";"Vervallen";""
1580;"5103-74-2";"tCldn";"trans-chloordaan";"ChemischeStof";"2011-06-09";"2100-01-01";"Geldig";""
1581;"28044-83-9";"tHpClepO";"trans-heptachloorepoxide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1583;"77536-68-6";"tremlt";"tremoliet (grijze asbest)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1585;"126-71-6";"TiC4yPO4";"triisobutylfosfaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1586;"43121-43-3";"Tadmfn";"triadimefon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1588;"NVT";"sTazne";"som triazinen";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
1589;"24017-47-8";"Tazfs";"triazofos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1590;"75-25-2";"TBrC1a";"tribroommethaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1591;"126-73-8";"TC4yPO4";"tributylfosfaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1593;"NVT";"sTClAn";"som trichlooraniline-isomeren";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"Id-f8905c6f-096d-4710-ab97-9f291e94fde3"
1594;"76-03-9";"TClHAc";"trichloorazijnzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1595;"NVT";"sTClBen";"som trichloorbenzenen (som 1,2,3- en 1,2,4- en 1,3,5-)";"ChemischeStof";"2024-11-29";"2100-01-01";"Geldig";"Id-48cf3441-4e6b-fe50-059c-532b236e481f"
1596;"75-62-7";"BrTClC1a";"broomtrichloormethaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1597;"25323-89-1";"TClC2a";"trichloorethaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1598;"79-01-6";"TClC2e";"trichlooretheen (tri)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1599;"115-96-8";"T2ClC2yPO4";"tri(2-chloorethyl)fosfaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
16;"634-66-2";"1234T4ClBen";"1,2,3,4-tetrachloorbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1600;"25167-82-2";"sTClFol";"som trichloorfenol-isomeren";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
1600;"NVT";"sTClFol";"som trichloorfenol-isomeren";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";"Id-9923fef7-73c7-47eb-ae4e-ae84147156a9"
1601;"52-68-6";"TClfn";"trichloorfon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1603;"13674-84-5";"TClC3yPO4";"trichloorpropylfosfaat";"ChemischeStof";"2011-06-08";"2018-12-06";"Vervallen";""
1603;"13674-84-5";"TClC3yPO4";"tris(1-chloor-2-propyl)fosfaat";"ChemischeStof";"2018-12-07";"2100-01-01";"Geldig";""
1605;"1912-26-1";"Tetzne";"trietazine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1606;"102-71-6";"TC2olAe";"triethanolamine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1607;"121-44-8";"TC2yAe";"triethylamine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1608;"112-27-6";"TC2yegcl";"triethyleenglycol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1609;"78-40-0";"TC2yPO4";"triethylfosfaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1610;"668-34-8";"TFySn";"trifenyltin (kation)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1612;"1582-09-8";"Tfrlne";"trifluraline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1618;"66-40-6";"C3yslnl";"trimethylsilanol";"ChemischeStof";"2013-07-06";"2019-12-03";"Vervallen";""
1618;"1066-40-6";"C3yslnl";"trimethylsilanol";"ChemischeStof";"2019-12-04";"2100-01-01";"Geldig";""
162;"78-78-4";"2C1yC4a";"2-methylbutaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1622;"24800-44-0";"TC3yegcl";"tripropyleenglycol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
163;"592-27-8";"2C1yC7a";"2-methylheptaan";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
1634;"1120-21-4";"C11a";"undecaan";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
1635;"112-37-8";"C11azr";"undecaanzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1636;"112-38-9";"C11ezr";"undeceenzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1637;"7440-61-1";"U";"uranium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1638;"57-13-6";"urum";"ureum";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
164;"591-76-4";"2C1yC6a";"2-methylhexaan";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
1640;"109-52-4";"valrazr";"valeriaanzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1641;"2275-23-2";"vamdton";"vamidothion";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1642;"7440-62-2";"V";"vanadium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1645;"NVT";"VET";"Vet";"Object";"2011-06-08";"2100-01-01";"Geldig";""
165;"91-57-6";"2C1yNaf";"2-methylnaftaleen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1652;"50471-44-8";"vinczln";"vinclozolin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1653;"108-05-4";"vinactt";"vinylacetaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1654;"75-01-4";"ClC2e";"chlooretheen (vinylchloride)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
166;"107-83-5";"2C1yC5a";"2-methylpentaan";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
1665;"NVT";"sVCK";"som vluchtige chloorkoolwaterstoffen";"ChemischeStof";"2021-04-21";"2100-01-01";"Geldig";"Id-00d3e57b-7b53-dc94-495a-b566d4eda8fc"
1666;"NVT";"sVOC";"som vluchtige organische verbindingen (GM-MS-screening)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
167;"109-06-8";"2C1yprdne";"2-methylpyridine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1675;"NVT";"sVOX";"som vluchtige organische halogeenverbindingen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
168;"644-35-9";"2C3yFol";"2-propylfenol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1682;"1333-74-0";"H";"waterstof";"ChemischeStof";"2012-01-07";"2100-01-01";"Geldig";""
1683;"4-6-7783";"H2S";"waterstofsulfide";"ChemischeStof";"2011-06-08";"2011-06-09";"Vervallen";""
1683;"7783-06-4";"H2S";"waterstofsulfide";"ChemischeStof";"2011-06-10";"2100-01-01";"Geldig";""
1684;"64742-82-1";"terptne";"terpentine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1685;"7440-33-7";"W";"wolfraam";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1686;"1330-20-7";"sxyln";"som xyleen-isomeren";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
1686;"NVT";"sxyln";"som xyleen-isomeren";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";"Id-c04dd84b-cf85-4c2a-b392-7f359a3474c2"
1688;"NVT";"sxyldne";"som 2,4'- en 2,6'-xylidine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"Id-a441af53-3e0d-8ff1-ec76-3cdc62b7170b"
1689;"7440-64-4";"Yb";"ytterbium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
169;"135-19-3";"2HOxNaf";"2-naftol";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
1690;"7440-65-5";"Y";"yttrium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1692;"7440-22-4";"Ag";"zilver";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1693;"7440-66-6";"Zn";"zink";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1694;"NVT";"VELDTZTLKWNM";"Veldtest zintuiglijke waarnemingen";"Ongedefinieerd";"2011-06-08";"2011-08-27";"Vervallen";""
1694;"NVT";"VELDTZTLKWNM";"Veldtest zintuiglijke waarnemingen";"OngedefinieerdLab";"2011-08-28";"2020-07-08";"Vervallen";""
1695;"7440-67-7";"Zr";"zirkonium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1698;"7647-01-0";"HCl";"zoutzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
17;"NVT";"s12x5T4ClBen";"som 1,2,3,5- en 1,2,4,5-tetrachloorbenzeen";"ChemischeStof";"2024-11-29";"2100-01-01";"Geldig";"Id-81d5dc2b-87dd-5aff-9303-6dcf4aebe7c6"
170;"88-75-5";"2NO2Fol";"2-nitrofenol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1701;"7782-44-7";"O2";"zuurstof";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1703;"NVT";"S6";"zwavel (S6)";"ChemischeStof";"2013-07-06";"2022-11-28";"Vervallen";""
1703;"13798-23-7";"S6";"hexazwavel";"ChemischeStof";"2022-11-29";"2100-01-01";"Geldig";""
1706;"7704-34-9";"S8";"octylzwavel";"ChemischeStof";"2011-06-08";"2022-11-28";"Vervallen";""
1706;"10544-50-0";"S8";"octazwavel";"ChemischeStof";"2022-11-29";"2100-01-01";"Geldig";""
171;"123-96-6";"2C8ol";"2-octanol";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
1710;"629-14-1";"12DC2oxC2a";"1,2-diethoxyethaan (diethylglycol)";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
1711;"67-66-3";"TClC1a";"trichloormethaan (chloroform)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1712;"36643-28-4";"TC4ySn";"tributyltin (kation)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1713;"NVT";"sPCB6";"som 6 polychloorbifenylen PCB28, 52, 101, 138, 153, 180";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"Id-14e38f62-ea5b-4e88-9a1f-16815a9749fc"
1714;"12427-38-2";"manb";"maneb";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
1716;"NVT";"sPAK7";"som 7 polyaromatische koolwaterstoffen (BAGA)";"ChemischeStof";"2011-06-08";"2019-09-16";"Vervallen";""
1716;"NVT";"sPAK7";"som 7 polycyclische aromatische koolwaterstoffen (BAGA)";"ChemischeStof";"2019-09-17";"2100-01-01";"Geldig";""
1718;"1982-47-4";"Clxrn";"chlooroxuron";"ChemischeStof";"2011-06-08";"2011-08-27";"Vervallen";""
1718;"15545-48-9";"Cloxrn";"chlooroxuron1";"ChemischeStof";"2011-08-27";"2011-08-27";"Vervallen";""
1718;"15545-48-9";"Cloxrn";"chlooroxuron";"ChemischeStof";"2011-08-28";"2012-07-20";"Vervallen";""
1718;"1982-47-4";"Cloxrn";"chlooroxuron";"ChemischeStof";"2012-07-21";"2100-01-01";"Geldig";""
